location,date,vaccine,total_vaccinations
Finland,2021-04-09,Pfizer/BioNTech,938060
Finland,2021-04-16,Moderna,103983
Finland,2021-04-16,Oxford/AstraZeneca,299818
Finland,2021-04-16,Pfizer/BioNTech,1097750
Finland,2021-04-23,Moderna,118988
Finland,2021-04-23,Oxford/AstraZeneca,337188
Finland,2021-04-23,Pfizer/BioNTech,1267933
Finland,2021-04-30,Moderna,138464
Finland,2021-04-30,Oxford/AstraZeneca,354627
Finland,2021-04-30,Pfizer/BioNTech,1445823
Finland,2021-05-07,Moderna,162950
Finland,2021-05-07,Oxford/AstraZeneca,360373
Finland,2021-05-07,Pfizer/BioNTech,1660612
Finland,2021-05-14,Moderna,189195
Finland,2021-05-14,Oxford/AstraZeneca,368026
Finland,2021-05-14,Pfizer/BioNTech,1864034
Finland,2021-05-21,Moderna,223082
Finland,2021-05-21,Oxford/AstraZeneca,381101
Finland,2021-05-21,Pfizer/BioNTech,2093797
Finland,2021-05-28,Moderna,259744
Finland,2021-05-28,Oxford/AstraZeneca,392781
Finland,2021-05-28,Pfizer/BioNTech,2319196
Finland,2021-06-04,Moderna,298099
Finland,2021-06-04,Oxford/AstraZeneca,405354
Finland,2021-06-04,Pfizer/BioNTech,2568115
Finland,2021-06-11,Moderna,327192
Finland,2021-06-11,Oxford/AstraZeneca,422322
Finland,2021-06-11,Pfizer/BioNTech,2867097
Finland,2021-06-18,Moderna,360164
Finland,2021-06-18,Oxford/AstraZeneca,426273
Finland,2021-06-18,Pfizer/BioNTech,3175234
Finland,2021-06-25,Moderna,385548
Finland,2021-06-25,Oxford/AstraZeneca,439138
Finland,2021-06-25,Pfizer/BioNTech,3399595
Finland,2021-07-02,Moderna,411719
Finland,2021-07-02,Oxford/AstraZeneca,471570
Finland,2021-07-02,Pfizer/BioNTech,3667189
Finland,2021-07-09,Moderna,443787
Finland,2021-07-09,Oxford/AstraZeneca,508174
Finland,2021-07-09,Pfizer/BioNTech,3912891
Finland,2021-07-16,Moderna,469899
Finland,2021-07-16,Oxford/AstraZeneca,536377
Finland,2021-07-16,Pfizer/BioNTech,4128459
Finland,2021-07-23,Moderna,501796
Finland,2021-07-23,Oxford/AstraZeneca,549675
Finland,2021-07-23,Pfizer/BioNTech,4356318
Finland,2021-07-30,Moderna,538906
Finland,2021-07-30,Oxford/AstraZeneca,552493
Finland,2021-07-30,Pfizer/BioNTech,4590528
Finland,2021-08-06,Moderna,584658
Finland,2021-08-06,Oxford/AstraZeneca,553189
Finland,2021-08-06,Pfizer/BioNTech,4809301
Finland,2021-08-13,Moderna,647104
Finland,2021-08-13,Oxford/AstraZeneca,553313
Finland,2021-08-13,Pfizer/BioNTech,5052645
Finland,2021-08-20,Moderna,716794
Finland,2021-08-20,Oxford/AstraZeneca,553432
Finland,2021-08-20,Pfizer/BioNTech,5285863
Finland,2021-08-27,Moderna,765323
Finland,2021-08-27,Oxford/AstraZeneca,553491
Finland,2021-08-27,Pfizer/BioNTech,5491862
Finland,2021-09-03,Moderna,801191
Finland,2021-09-03,Oxford/AstraZeneca,553520
Finland,2021-09-03,Pfizer/BioNTech,5691727
Finland,2021-09-10,Moderna,835088
Finland,2021-09-10,Oxford/AstraZeneca,553549
Finland,2021-09-10,Pfizer/BioNTech,5860942
Finland,2021-09-17,Moderna,866657
Finland,2021-09-17,Oxford/AstraZeneca,553574
Finland,2021-09-17,Pfizer/BioNTech,5976042
Finland,2021-09-24,Moderna,910544
Finland,2021-09-24,Oxford/AstraZeneca,553605
Finland,2021-09-24,Pfizer/BioNTech,6093203
Finland,2021-10-01,Moderna,950528
Finland,2021-10-01,Oxford/AstraZeneca,553650
Finland,2021-10-01,Pfizer/BioNTech,6211979
Finland,2021-10-08,Moderna,981869
Finland,2021-10-08,Oxford/AstraZeneca,553683
Finland,2021-10-08,Pfizer/BioNTech,6319734
Finland,2021-10-15,Moderna,1000055
Finland,2021-10-15,Oxford/AstraZeneca,553708
Finland,2021-10-15,Pfizer/BioNTech,6436682
Finland,2021-10-22,Moderna,1015406
Finland,2021-10-22,Oxford/AstraZeneca,553740
Finland,2021-10-22,Pfizer/BioNTech,6533504
Finland,2021-10-29,Moderna,1032821
Finland,2021-10-29,Oxford/AstraZeneca,553750
Finland,2021-10-29,Pfizer/BioNTech,6633284
Finland,2021-11-05,Moderna,1045262
Finland,2021-11-05,Oxford/AstraZeneca,553772
Finland,2021-11-05,Pfizer/BioNTech,6710124
Finland,2021-11-12,Moderna,1056292
Finland,2021-11-12,Oxford/AstraZeneca,553784
Finland,2021-11-12,Pfizer/BioNTech,6786989
Finland,2021-11-19,Moderna,1066702
Finland,2021-11-19,Oxford/AstraZeneca,553820
Finland,2021-11-19,Pfizer/BioNTech,6875650
Finland,2021-11-26,Moderna,1077113
Finland,2021-11-26,Oxford/AstraZeneca,553882
Finland,2021-11-26,Pfizer/BioNTech,6986500
Finland,2021-12-03,Moderna,1091281
Finland,2021-12-03,Oxford/AstraZeneca,553888
Finland,2021-12-03,Pfizer/BioNTech,7131327
Finland,2021-12-10,Moderna,1110696
Finland,2021-12-10,Pfizer/BioNTech,7308311
Finland,2021-12-17,Moderna,1152404
Finland,2021-12-17,Pfizer/BioNTech,7568617
Finland,2021-12-24,Moderna,1198983
Finland,2021-12-24,Oxford/AstraZeneca,553890
Finland,2021-12-24,Pfizer/BioNTech,7747252
Finland,2021-12-31,Moderna,1297938
Finland,2021-12-31,Oxford/AstraZeneca,553892
Finland,2021-12-31,Pfizer/BioNTech,7943866
Finland,2022-01-07,Moderna,1429754
Finland,2022-01-07,Oxford/AstraZeneca,553893
Finland,2022-01-07,Pfizer/BioNTech,8214524
Finland,2022-01-14,Moderna,1582788
Finland,2022-01-14,Oxford/AstraZeneca,553894
Finland,2022-01-14,Pfizer/BioNTech,8530707
Finland,2022-01-21,Moderna,1726496
Finland,2022-01-21,Oxford/AstraZeneca,553897
Finland,2022-01-21,Pfizer/BioNTech,8765015
Finland,2022-01-28,Moderna,1814825
Finland,2022-01-28,Pfizer/BioNTech,8920273
Finland,2022-02-04,Moderna,1852256
Finland,2022-02-04,Oxford/AstraZeneca,553899
Finland,2022-02-04,Pfizer/BioNTech,9019077
Finland,2022-02-11,Moderna,1869493
Finland,2022-02-11,Pfizer/BioNTech,9080964
Finland,2022-02-18,Moderna,1878759
Finland,2022-02-18,Pfizer/BioNTech,9127064
Finland,2022-02-25,Moderna,1884498
Finland,2022-02-25,Pfizer/BioNTech,9167691
Finland,2022-03-04,Moderna,1887762
Finland,2022-03-04,Pfizer/BioNTech,9201806
Finland,2022-03-11,Moderna,1890498
Finland,2022-03-11,Pfizer/BioNTech,9229835
Finland,2022-03-18,Moderna,1892843
Finland,2022-03-18,Pfizer/BioNTech,9255977
Finland,2022-03-25,Moderna,1895872
Finland,2022-03-25,Pfizer/BioNTech,9282145
Finland,2022-04-01,Moderna,1904578
Finland,2022-04-01,Pfizer/BioNTech,9338604
Finland,2022-04-08,Moderna,1916661
Finland,2022-04-08,Pfizer/BioNTech,9401241
Finland,2022-04-15,Moderna,1924840
Finland,2022-04-15,Pfizer/BioNTech,9441149
Finland,2022-04-22,Moderna,1931359
Finland,2022-04-22,Pfizer/BioNTech,9472266
Finland,2022-04-29,Moderna,1938002
Finland,2022-04-29,Pfizer/BioNTech,9500805
Finland,2022-05-06,Moderna,1942597
Finland,2022-05-06,Pfizer/BioNTech,9523221
Finland,2022-05-13,Moderna,1947381
Finland,2022-05-13,Pfizer/BioNTech,9545140
Finland,2022-05-20,Moderna,1951468
Finland,2022-05-20,Pfizer/BioNTech,9568579
Finland,2022-05-27,Moderna,1954138
Finland,2022-05-27,Oxford/AstraZeneca,553900
Finland,2022-05-27,Pfizer/BioNTech,9585082
Finland,2022-06-03,Moderna,1957313
Finland,2022-06-03,Pfizer/BioNTech,9602550
Finland,2022-06-10,Moderna,1962815
Finland,2022-06-10,Pfizer/BioNTech,9632666
Finland,2022-06-17,Moderna,1968207
Finland,2022-06-17,Pfizer/BioNTech,9662239
Finland,2022-06-24,Moderna,1970971
Finland,2022-06-24,Oxford/AstraZeneca,553901
Finland,2022-06-24,Pfizer/BioNTech,9680081
Finland,2022-07-01,Moderna,1973387
Finland,2022-07-01,Oxford/AstraZeneca,553902
Finland,2022-07-01,Pfizer/BioNTech,9696514
Finland,2022-07-08,Moderna,1975752
Finland,2022-07-08,Pfizer/BioNTech,9711455
Finland,2022-07-15,Moderna,1978759
Finland,2022-07-15,Pfizer/BioNTech,9730218
Finland,2022-07-22,Moderna,1983015
Finland,2022-07-22,Pfizer/BioNTech,9761761
Finland,2022-07-29,Moderna,1990031
Finland,2022-07-29,Pfizer/BioNTech,9811207
Finland,2022-08-05,Moderna,2000839
Finland,2022-08-05,Pfizer/BioNTech,9887416
Finland,2022-08-12,Moderna,2015566
Finland,2022-08-12,Pfizer/BioNTech,9965124
Finland,2022-08-19,Moderna,2032143
Finland,2022-08-19,Oxford/AstraZeneca,553903
Finland,2022-08-19,Pfizer/BioNTech,10054981
Finland,2022-08-26,Moderna,2043474
Finland,2022-08-26,Pfizer/BioNTech,10117262
Finland,2022-09-02,Moderna,2053435
Finland,2022-09-02,Pfizer/BioNTech,10174160
Finland,2022-09-09,Moderna,2060396
Finland,2022-09-09,Pfizer/BioNTech,10215132
Finland,2022-09-16,Moderna,2063973
Finland,2022-09-16,Pfizer/BioNTech,10241950
Finland,2022-09-23,Moderna,2065863
Finland,2022-09-23,Pfizer/BioNTech,10258857
Finland,2022-09-30,Moderna,2066942
Finland,2022-09-30,Pfizer/BioNTech,10267515
Finland,2022-10-07,Moderna,2067572
Finland,2022-10-07,Pfizer/BioNTech,10272555
Finland,2022-10-14,Moderna,2067998
Finland,2022-10-14,Pfizer/BioNTech,10275885
Finland,2022-10-21,Moderna,2068124
Finland,2022-10-21,Pfizer/BioNTech,10278109
Finland,2022-10-28,Moderna,2068150
Finland,2022-10-28,Pfizer/BioNTech,10280265
Finland,2022-11-04,Moderna,2068154
Finland,2022-11-04,Pfizer/BioNTech,10281394
Finland,2022-11-11,Moderna,2068156
Finland,2022-11-11,Oxford/AstraZeneca,553904
Finland,2022-11-11,Pfizer/BioNTech,10282782
Finland,2022-11-18,Pfizer/BioNTech,10283947
Finland,2022-11-25,Moderna,2068158
Finland,2022-11-25,Pfizer/BioNTech,10284755
Finland,2022-12-02,Pfizer/BioNTech,10285272
Finland,2022-12-09,Moderna,2068164
Finland,2022-12-09,Pfizer/BioNTech,10285856
Finland,2022-12-16,Moderna,2068165
Finland,2022-12-16,Pfizer/BioNTech,10286088
Finland,2022-12-23,Moderna,2068166
Finland,2022-12-23,Pfizer/BioNTech,10286322
Finland,2022-12-30,Oxford/AstraZeneca,553905
Finland,2022-12-30,Pfizer/BioNTech,10286377
Finland,2023-01-06,Pfizer/BioNTech,10286455
Finland,2023-01-13,Pfizer/BioNTech,10286588
Finland,2023-01-20,Pfizer/BioNTech,10286733
Finland,2023-01-27,Pfizer/BioNTech,10286797
Finland,2023-02-03,Pfizer/BioNTech,10286849
France,2020-12-27,Johnson&Johnson,0
France,2020-12-27,Moderna,0
France,2020-12-27,Novavax,0
France,2020-12-27,Oxford/AstraZeneca,0
France,2020-12-27,Pfizer/BioNTech,616
France,2020-12-27,Sanofi/GSK,0
France,2020-12-28,Pfizer/BioNTech,1321
France,2020-12-29,Pfizer/BioNTech,1708
France,2020-12-30,Pfizer/BioNTech,2163
France,2020-12-31,Pfizer/BioNTech,2613
France,2021-01-01,Pfizer/BioNTech,3807
France,2021-01-02,Pfizer/BioNTech,4180
France,2021-01-03,Pfizer/BioNTech,4597
France,2021-01-04,Pfizer/BioNTech,6743
France,2021-01-05,Pfizer/BioNTech,14521
France,2021-01-06,Pfizer/BioNTech,27021
France,2021-01-07,Pfizer/BioNTech,56522
France,2021-01-08,Pfizer/BioNTech,93726
France,2021-01-09,Pfizer/BioNTech,104955
France,2021-01-10,Pfizer/BioNTech,110978
France,2021-01-11,Pfizer/BioNTech,150971
France,2021-01-12,Pfizer/BioNTech,213161
France,2021-01-13,Pfizer/BioNTech,278369
France,2021-01-14,Moderna,1638
France,2021-01-14,Pfizer/BioNTech,360099
France,2021-01-15,Moderna,2036
France,2021-01-15,Pfizer/BioNTech,428835
France,2021-01-16,Moderna,2352
France,2021-01-16,Pfizer/BioNTech,448811
France,2021-01-17,Moderna,2436
France,2021-01-17,Pfizer/BioNTech,459774
France,2021-01-18,Moderna,5514
France,2021-01-18,Pfizer/BioNTech,542798
France,2021-01-19,Moderna,10197
France,2021-01-19,Pfizer/BioNTech,668942
France,2021-01-20,Moderna,15340
France,2021-01-20,Pfizer/BioNTech,801566
France,2021-01-21,Moderna,20694
France,2021-01-21,Pfizer/BioNTech,954845
France,2021-01-22,Moderna,25831
France,2021-01-22,Pfizer/BioNTech,1071053
France,2021-01-23,Moderna,27708
France,2021-01-23,Pfizer/BioNTech,1107752
France,2021-01-24,Moderna,27873
France,2021-01-24,Pfizer/BioNTech,1117468
France,2021-01-25,Moderna,31691
France,2021-01-25,Pfizer/BioNTech,1193362
France,2021-01-26,Moderna,35626
France,2021-01-26,Pfizer/BioNTech,1293532
France,2021-01-27,Moderna,39236
France,2021-01-27,Pfizer/BioNTech,1403628
France,2021-01-28,Moderna,43002
France,2021-01-28,Pfizer/BioNTech,1540644
France,2021-01-29,Moderna,46307
France,2021-01-29,Pfizer/BioNTech,1648321
France,2021-01-30,Moderna,47443
France,2021-01-30,Pfizer/BioNTech,1680846
France,2021-01-31,Moderna,47491
France,2021-01-31,Pfizer/BioNTech,1687945
France,2021-02-01,Moderna,50912
France,2021-02-01,Pfizer/BioNTech,1760712
France,2021-02-02,Moderna,55427
France,2021-02-02,Pfizer/BioNTech,1866703
France,2021-02-03,Moderna,60661
France,2021-02-03,Pfizer/BioNTech,1973999
France,2021-02-04,Moderna,65613
France,2021-02-04,Pfizer/BioNTech,2106197
France,2021-02-05,Moderna,70447
France,2021-02-05,Pfizer/BioNTech,2217832
France,2021-02-06,Moderna,72507
France,2021-02-06,Oxford/AstraZeneca,1480
France,2021-02-06,Pfizer/BioNTech,2248680
France,2021-02-07,Moderna,72616
France,2021-02-07,Oxford/AstraZeneca,2905
France,2021-02-07,Pfizer/BioNTech,2258410
France,2021-02-08,Moderna,80201
France,2021-02-08,Oxford/AstraZeneca,5695
France,2021-02-08,Pfizer/BioNTech,2343671
France,2021-02-09,Moderna,88666
France,2021-02-09,Oxford/AstraZeneca,12481
France,2021-02-09,Pfizer/BioNTech,2472901
France,2021-02-10,Moderna,98078
France,2021-02-10,Oxford/AstraZeneca,22093
France,2021-02-10,Pfizer/BioNTech,2608373
France,2021-02-11,Moderna,108501
France,2021-02-11,Oxford/AstraZeneca,35717
France,2021-02-11,Pfizer/BioNTech,2777174
France,2021-02-12,Moderna,118835
France,2021-02-12,Oxford/AstraZeneca,49127
France,2021-02-12,Pfizer/BioNTech,2908842
France,2021-02-13,Moderna,122180
France,2021-02-13,Oxford/AstraZeneca,52928
France,2021-02-13,Pfizer/BioNTech,2943603
France,2021-02-14,Moderna,122549
France,2021-02-14,Oxford/AstraZeneca,53904
France,2021-02-14,Pfizer/BioNTech,2954680
France,2021-02-15,Moderna,129139
France,2021-02-15,Oxford/AstraZeneca,64403
France,2021-02-15,Pfizer/BioNTech,3052513
France,2021-02-16,Moderna,138378
France,2021-02-16,Oxford/AstraZeneca,76964
France,2021-02-16,Pfizer/BioNTech,3180813
France,2021-02-17,Moderna,147192
France,2021-02-17,Oxford/AstraZeneca,88124
France,2021-02-17,Pfizer/BioNTech,3318320
France,2021-02-18,Moderna,157774
France,2021-02-18,Oxford/AstraZeneca,103069
France,2021-02-18,Pfizer/BioNTech,3486257
France,2021-02-19,Moderna,167592
France,2021-02-19,Oxford/AstraZeneca,117434
France,2021-02-19,Pfizer/BioNTech,3619467
France,2021-02-20,Moderna,170984
France,2021-02-20,Oxford/AstraZeneca,120765
France,2021-02-20,Pfizer/BioNTech,3659884
France,2021-02-21,Moderna,171324
France,2021-02-21,Oxford/AstraZeneca,121385
France,2021-02-21,Pfizer/BioNTech,3668300
France,2021-02-22,Moderna,178720
France,2021-02-22,Oxford/AstraZeneca,130557
France,2021-02-22,Pfizer/BioNTech,3762427
France,2021-02-23,Moderna,187416
France,2021-02-23,Oxford/AstraZeneca,141969
France,2021-02-23,Pfizer/BioNTech,3881401
France,2021-02-24,Moderna,195991
France,2021-02-24,Oxford/AstraZeneca,156275
France,2021-02-24,Pfizer/BioNTech,4001469
France,2021-02-25,Moderna,204985
France,2021-02-25,Oxford/AstraZeneca,201213
France,2021-02-25,Pfizer/BioNTech,4139393
France,2021-02-26,Moderna,212533
France,2021-02-26,Oxford/AstraZeneca,263114
France,2021-02-26,Pfizer/BioNTech,4254187
France,2021-02-27,Moderna,215229
France,2021-02-27,Oxford/AstraZeneca,297939
France,2021-02-27,Pfizer/BioNTech,4291235
France,2021-02-28,Moderna,215425
France,2021-02-28,Oxford/AstraZeneca,300403
France,2021-02-28,Pfizer/BioNTech,4298910
France,2021-03-01,Moderna,224378
France,2021-03-01,Oxford/AstraZeneca,320944
France,2021-03-01,Pfizer/BioNTech,4389435
France,2021-03-02,Moderna,235645
France,2021-03-02,Oxford/AstraZeneca,359847
France,2021-03-02,Pfizer/BioNTech,4507866
France,2021-03-03,Moderna,247145
France,2021-03-03,Oxford/AstraZeneca,408614
France,2021-03-03,Pfizer/BioNTech,4629631
France,2021-03-04,Moderna,259766
France,2021-03-04,Oxford/AstraZeneca,490867
France,2021-03-04,Pfizer/BioNTech,4771033
France,2021-03-05,Moderna,271857
France,2021-03-05,Oxford/AstraZeneca,609046
France,2021-03-05,Pfizer/BioNTech,4904422
France,2021-03-06,Moderna,278330
France,2021-03-06,Oxford/AstraZeneca,729839
France,2021-03-06,Pfizer/BioNTech,5002636
France,2021-03-07,Moderna,280735
France,2021-03-07,Oxford/AstraZeneca,785048
France,2021-03-07,Pfizer/BioNTech,5070298
France,2021-03-08,Moderna,293293
France,2021-03-08,Oxford/AstraZeneca,827891
France,2021-03-08,Pfizer/BioNTech,5171636
France,2021-03-09,Moderna,309397
France,2021-03-09,Oxford/AstraZeneca,906920
France,2021-03-09,Pfizer/BioNTech,5305023
France,2021-03-10,Moderna,325750
France,2021-03-10,Oxford/AstraZeneca,987969
France,2021-03-10,Pfizer/BioNTech,5443723
France,2021-03-11,Moderna,344494
France,2021-03-11,Oxford/AstraZeneca,1116481
France,2021-03-11,Pfizer/BioNTech,5603419
France,2021-03-12,Moderna,360844
France,2021-03-12,Oxford/AstraZeneca,1299320
France,2021-03-12,Pfizer/BioNTech,5752465
France,2021-03-13,Moderna,373493
France,2021-03-13,Oxford/AstraZeneca,1431573
France,2021-03-13,Pfizer/BioNTech,5854272
France,2021-03-14,Moderna,378714
France,2021-03-14,Oxford/AstraZeneca,1445639
France,2021-03-14,Pfizer/BioNTech,5901403
France,2021-03-15,Moderna,393109
France,2021-03-15,Oxford/AstraZeneca,1497961
France,2021-03-15,Pfizer/BioNTech,6024897
France,2021-03-16,Moderna,414611
France,2021-03-16,Oxford/AstraZeneca,1499233
France,2021-03-16,Pfizer/BioNTech,6182536
France,2021-03-17,Moderna,438849
France,2021-03-17,Oxford/AstraZeneca,1500239
France,2021-03-17,Pfizer/BioNTech,6345393
France,2021-03-18,Moderna,467351
France,2021-03-18,Oxford/AstraZeneca,1501857
France,2021-03-18,Pfizer/BioNTech,6527489
France,2021-03-19,Moderna,495345
France,2021-03-19,Oxford/AstraZeneca,1572371
France,2021-03-19,Pfizer/BioNTech,6695799
France,2021-03-20,Moderna,522383
France,2021-03-20,Oxford/AstraZeneca,1637662
France,2021-03-20,Pfizer/BioNTech,6781575
France,2021-03-21,Moderna,540209
France,2021-03-21,Oxford/AstraZeneca,1643431
France,2021-03-21,Pfizer/BioNTech,6810071
France,2021-03-22,Moderna,561260
France,2021-03-22,Oxford/AstraZeneca,1680989
France,2021-03-22,Pfizer/BioNTech,6955067
France,2021-03-23,Moderna,588252
France,2021-03-23,Oxford/AstraZeneca,1765747
France,2021-03-23,Pfizer/BioNTech,7136148
France,2021-03-24,Moderna,617296
France,2021-03-24,Oxford/AstraZeneca,1856802
France,2021-03-24,Pfizer/BioNTech,7316572
France,2021-03-25,Moderna,649315
France,2021-03-25,Oxford/AstraZeneca,2007018
France,2021-03-25,Pfizer/BioNTech,7521476
France,2021-03-26,Moderna,680543
France,2021-03-26,Oxford/AstraZeneca,2172605
France,2021-03-26,Pfizer/BioNTech,7725304
France,2021-03-27,Moderna,697834
France,2021-03-27,Oxford/AstraZeneca,2241171
France,2021-03-27,Pfizer/BioNTech,7851691
France,2021-03-28,Moderna,708532
France,2021-03-28,Oxford/AstraZeneca,2247670
France,2021-03-28,Pfizer/BioNTech,7898435
France,2021-03-29,Moderna,731883
France,2021-03-29,Oxford/AstraZeneca,2301922
France,2021-03-29,Pfizer/BioNTech,8077262
France,2021-03-30,Moderna,762584
France,2021-03-30,Oxford/AstraZeneca,2395209
France,2021-03-30,Pfizer/BioNTech,8308848
France,2021-03-31,Moderna,797078
France,2021-03-31,Oxford/AstraZeneca,2458864
France,2021-03-31,Pfizer/BioNTech,8547813
France,2021-04-01,Moderna,840215
France,2021-04-01,Oxford/AstraZeneca,2545114
France,2021-04-01,Pfizer/BioNTech,8826819
France,2021-04-02,Moderna,877941
France,2021-04-02,Oxford/AstraZeneca,2632216
France,2021-04-02,Pfizer/BioNTech,9078182
France,2021-04-03,Moderna,899157
France,2021-04-03,Oxford/AstraZeneca,2668225
France,2021-04-03,Pfizer/BioNTech,9224658
France,2021-04-04,Moderna,909735
France,2021-04-04,Oxford/AstraZeneca,2671821
France,2021-04-04,Pfizer/BioNTech,9276051
France,2021-04-05,Moderna,922979
France,2021-04-05,Oxford/AstraZeneca,2676353
France,2021-04-05,Pfizer/BioNTech,9332060
France,2021-04-06,Moderna,957492
France,2021-04-06,Oxford/AstraZeneca,2706218
France,2021-04-06,Pfizer/BioNTech,9598062
France,2021-04-07,Moderna,995494
France,2021-04-07,Oxford/AstraZeneca,2738680
France,2021-04-07,Pfizer/BioNTech,9903218
France,2021-04-08,Moderna,1040983
France,2021-04-08,Oxford/AstraZeneca,2817780
France,2021-04-08,Pfizer/BioNTech,10239761
France,2021-04-09,Moderna,1083257
